BEPH01	BEPH02	BEPH03	BEPH04	BEPH05	BEPH06	BEPH07	BEPH08	BEPH09	BEPH10	BEPH11	BEPH12	BEPH13	BEPH14	BEPH15	BEPH16	BEPH17	BEPH18	BEPH19	BEPH20																																								
RT	Area	RA																																																									
24.66	73190.2	0.331256829	23.812	6054.1	0.014299413	23.155	191749.9	0.37254891	24.515	177893.2	0.748824888	23.811	12348.8	0.034804292	22.344	453192.1	2.241706846	22.902	1277.4	0.008431612	23.096	118806.3	0.152316069	22.396	3491.7	0.012709681	23.888	2220.9	0.031768952	22.594	2015.6	0.017350938	22.901	1140.8	0.005439999	22.396	3983.2	0.009492056	23.09	55848.7	0.166106525	22.395	2231.8	0.014189125	22.52	21763.5	0.112895971	22.395	4086	0.019394208	21.769	802529.7	1.456124848	22.52	24817.6	0.024518968	22.515	26733.8	0.107072849
25.838	8767.6	0.039681916	23.884	4785.4	0.011302822	23.271	394232.7	0.765950662	24.566	41185.9	0.173368217	23.868	4668.4	0.013157583	22.401	8112.1	0.040126362	23.093	154564.8	1.02022107	23.153	64789.9	0.083064138	22.521	17120.5	0.062318097	23.97	1980.1	0.028324419	23.092	125047.9	1.076452841	23.094	213190.4	1.016615958	22.52	19169.1	0.0456804	23.149	39347.4	0.117027968	22.52	19158.1	0.12180154	22.593	5896.1	0.030585427	22.519	12347.7	0.058608386	22.335	8829.3	0.016020047	22.593	2926.5	0.002891285	22.587	2953.1	0.011827605
26.128	122850.9	0.55601979	23.971	5231.7	0.012356955	23.346	76477.5	0.148587349	24.659	27737.8	0.116759691	23.969	5588.3	0.015750261	22.526	3363.4	0.016637	23.151	85481.8	0.564231529	23.275	522092.6	0.669350804	22.594	2930.6	0.010667294	24.048	1223.5	0.017501604	23.145	26507.2	0.228182566	23.15	99352	0.473768184	22.594	4419.2	0.010531054	23.262	165624.9	0.492605497	22.593	3141.5	0.019972729	22.899	1088.3	0.005645447	22.592	1198.7	0.005689632	22.392	5328.4	0.009667948	22.908	1006.4	0.00099429	22.892	1912.7	0.007660648
26.19	526051.9	2.38089641	24.514	117188.8	0.276792764	23.814	13173.4	0.025594463	25.538	27496.1	0.115742277	24.515	248858.3	0.701390977	22.599	21962.2	0.108635641	23.266	225640	1.489360334	23.815	6133.7	0.007863733	22.91	1113.5	0.004053106	24.511	40475.1	0.578977665	23.262	159163.5	1.37013098	23.265	262396.5	1.251259293	22.91	1014.7	0.002418053	23.812	2139.8	0.006364244	22.898	1912.4	0.012158474	23.094	203270.7	1.05444635	23.093	191471.8	0.908821334	22.517	23781	0.04314869	23.093	197462	0.195085927	23.096	510398.5	2.044221978
26.256	141583.2	0.640801663	24.565	40080.7	0.094668157	23.872	6626.1	0.012873782	25.611	24580.1	0.103467646	24.566	62843.3	0.177119765	22.907	3884.7	0.019215601	23.343	1325.2	0.008747121	23.888	3678.3	0.004715779	23.095	192249.7	0.699783036	24.564	5903.5	0.084446849	23.812	5027.4	0.043277488	23.341	1122.3	0.00535178	23.093	180427.2	0.429962105	23.887	2604.8	0.007747258	23.091	104280.6	0.662985246	23.15	112585.3	0.584024941	23.149	125000.5	0.593315157	22.59	2275.6	0.004128891	23.151	212600.2	0.210041968	23.148	228486.1	0.915120846
26.313	261465.3	1.183384746	24.659	46514.6	0.109864635	23.971	7969.5	0.01548386	25.84	65672	0.276440179	24.658	49055.8	0.13826059	23.099	1794.8	0.008877947	23.814	8149.9	0.053794264	23.973	9685.1	0.012416819	23.152	107949.4	0.392932519	24.659	11681.1	0.167092756	23.97	2630.8	0.022646779	23.812	9233.6	0.044031181	23.15	124169.7	0.295899208	23.969	3094.7	0.00920433	23.15	79118.6	0.503012684	23.266	292056.9	1.515015849	23.261	160575.4	0.762171501	22.905	1043.7	0.001893709	23.263	273524.8	0.270233459	23.259	222601.3	0.891551346
26.391	40507.2	0.183334471	25.839	45961	0.108557065	24.515	163020.3	0.316730466	26.127	169255.8	0.712466556	25.539	23899.6	0.067359472	23.156	189380.8	0.936768836	23.883	3863.6	0.025502094	24.049	8187.3	0.010496559	23.265	232174.2	0.845106997	25.538	12563.5	0.179715082	24.048	1086.5	0.009352944	23.879	3571.4	0.017030515	23.264	224666.8	0.535386074	24.046	5453.2	0.016219036	23.265	268357.7	1.706138973	23.341	1174.4	0.006092082	23.339	1066	0.005059771	23.091	205009.8	0.371973603	23.341	1558.3	0.001539549	23.335	1072.8	0.004296724
27.479	130311.5	0.58978626	26.129	221789.4	0.523852971	24.567	59140.6	0.114903664	26.187	61676.8	0.259622756	25.614	21361.8	0.060206848	23.272	104723.8	0.518014457	23.971	5140.9	0.033933046	24.1	1570.4	0.002013337	23.343	1542.2	0.005613561	25.613	15558.1	0.222551456	24.512	95182.5	0.819361801	23.97	4925.6	0.023488129	23.342	1360.1	0.003241149	24.511	37878.1	0.112657941	23.812	6076.3	0.03863132	23.813	9837.9	0.051033119	23.811	8257	0.039191869	23.148	168327.1	0.305415828	23.81	7867.2	0.007772533	23.807	19256.7	0.07712595
27.575	8292920	37.5335275	26.188	84980.1	0.200717788	24.66	50079.8	0.097299529	26.254	90608.3	0.381407216	25.839	112264.5	0.316410211	23.348	312903.5	1.547771724	24.047	1410.9	0.009312792	24.515	91383.1	0.117158051	23.813	8003.4	0.029132132	25.838	11077.4	0.158457106	24.564	13589.4	0.116981958	24.047	3583.8	0.017089645	23.812	7500.7	0.017874338	24.564	12291.5	0.03655767	23.883	3414.6	0.021709018	23.881	4668.8	0.024218931	23.882	5479.7	0.026009408	23.26	237193.3	0.430367945	23.875	6438	0.006360531	23.862	6084.2	0.024368127
27.646	3772248.3	17.0730919	26.256	133565.4	0.31547329	25.538	4663.6	0.009060861	26.309	20243.3	0.08521229	26.127	224453.8	0.632608477	23.817	1394.3	0.006896881	24.098	1247.4	0.008233594	24.567	25713	0.032965449	23.882	3464.2	0.012609582	26.124	13095.5	0.187325097	24.658	18996.7	0.163529749	24.514	142354.1	0.678827235	23.874	3925.9	0.009355509	24.658	18661.4	0.055503177	23.97	5576.3	0.035452468	23.97	5495.2	0.028505798	23.969	2754.4	0.013073766	23.338	1578.2	0.002863515	23.968	5324	0.005259936	23.964	3999.4	0.016018192
28.852	24244.6	0.109730392	26.31	29325.6	0.06926527	25.616	6624.4	0.012870479	26.389	4520.3	0.019027783	26.186	77867.2	0.219463653	23.889	9586	0.047416982	24.516	151271.9	0.99848594	24.662	74425.2	0.095417111	23.971	4390.4	0.015980922	26.184	5984	0.085598364	25.185	1797.9	0.015476906	24.565	31777.7	0.151534576	23.97	3852.5	0.009180595	24.978	1133.8	0.003372175	24.047	2759.2	0.017542178	24.047	4033.5	0.020923376	24.513	152683	0.724710206	23.808	8015.9	0.014544198	24.038	3215.3	0.00317661	24.039	1748.9	0.007004605
28.989	1161926.2	5.258845977	26.39	10194	0.024077603	25.84	66051.9	0.128331558	27.44	3701065.6	15.57929159	26.254	124348.6	0.350468464	23.976	4952.5	0.024497455	24.567	32970.5	0.217625221	24.86	1554.2	0.001992568	24.047	2520.3	0.009173815	26.254	27457	0.39275974	25.537	8999.3	0.07746889	24.658	29697.2	0.141613541	24.046	2975.9	0.007091637	25.537	9821.7	0.029211933	24.513	94341.4	0.599794749	24.515	172368.3	0.894143252	24.565	41932.9	0.199034605	23.873	3765	0.006831286	24.511	141522.1	0.139819156	24.513	317730.9	1.272559557
29.108	1256176.2	5.685418881	27.478	7148403.1	16.88409005	26.13	249285.5	0.484334236	27.55	2069228.5	8.710225013	26.309	25326.9	0.071382225	24.052	6061.9	0.029985083	24.66	28511.6	0.188193787	25.188	2160.3	0.002769621	24.515	133113.8	0.484530166	26.308	5037.4	0.072057687	25.611	7502	0.064579647	24.859	1228.4	0.005857726	24.513	119355.2	0.284426146	25.612	11351.8	0.033762792	24.565	27531.7	0.175038415	24.566	40953.2	0.212440614	24.656	19594.6	0.093005813	23.965	3334.6	0.00605036	24.563	64196.3	0.063423822	24.561	68223.6	0.273245675
29.285	146913.1	0.664924644	27.576	2910237.1	6.873801685	26.188	99703.6	0.1937131	27.659	120456.7	0.507051281	26.389	8336.5	0.023495885	24.52	3036.9	0.015021973	24.861	1396.5	0.009217744	25.54	8908	0.011420535	24.567	34544.3	0.125740197	26.388	4146.3	0.059310912	25.838	28784	0.247781999	25.185	2791.7	0.013312451	24.565	36665	0.087373526	25.838	11912.4	0.035430142	24.659	40970.9	0.260480878	24.659	38432	0.199362142	25.184	3425.4	0.016258669	24.04	1586.6	0.002878757	24.655	32477.8	0.032086993	24.652	18747.4	0.075086128
29.479	30869.7	0.139715412	27.646	159597.7	0.376959987	26.256	147053.8	0.285709317	28.846	494838	2.08297456	27.465	6168160.4	17.38456	24.571	155156.6	0.767479425	25.187	3942.1	0.026020242	25.611	12129.5	0.015550672	24.659	29406	0.107036942	26.458	1169.2	0.016724868	26.124	23968.9	0.206332058	25.537	2065.3	0.009848553	24.658	22329.5	0.053211704	26.123	60860.6	0.181013037	24.813	1064.5	0.006767777	24.859	1251.8	0.006493587	25.536	7504	0.035617753	24.51	135518.4	0.245887111	24.813	1119.7	0.001106227	24.735	1086.9	0.004353196
			28.852	598980.7	1.414755707	26.31	32732.1	0.063594861	28.985	605726.3	2.549748551	27.571	3194554.7	9.003645215	24.664	38682	0.191339841	25.54	5937.3	0.039189767	25.84	38524.4	0.049390354	24.86	1782.6	0.00648861	26.752	2226.8	0.031853348	26.184	6460.4	0.055613217	25.839	44559.8	0.212487071	24.859	1528.6	0.003642688	26.185	30353.2	0.090277206	24.858	2918.3	0.018553689	25.185	3810.1	0.019764511	25.608	6104.7	0.028975972	24.561	45833.8	0.083161701	24.855	3544.9	0.003502244	24.853	2660.4	0.010655298
			28.989	722904.2	1.707455419	26.39	12920.2	0.025102524	29.097	82361.3	0.346692236	27.645	197096.3	0.555503137	24.749	47545.3	0.235182	25.617	12846.9	0.084797302	25.968	4536.3	0.005815781	25.186	2661.2	0.009686687	27.392	406009.7	5.807781778	26.255	20118.2	0.173183984	25.965	1241.2	0.005918764	24.978	1046.8	0.002494548	26.251	48766.3	0.145041883	24.946	1895.3	0.012049757	25.538	5309.9	0.027544573	25.838	58390.1	0.277148742	24.654	23114.5	0.04193938	24.916	1668.1	0.001648028	25.18	6137.1	0.024579999
			29.108	124522.1	0.294113569	27.489	8648984.2	16.80402253	29.277	25118.8	0.105735254	28.854	718259.1	2.024366685	24.863	1102.6	0.005453992	25.841	66591.2	0.439542155	26.128	97942.8	0.125567939	25.539	11521.9	0.041939364	27.513	502759.5	7.191743111	26.31	2037	0.017535156	26.126	107722.6	0.513684079	25.185	2452.5	0.005844363	26.308	13369.8	0.039764776	24.978	2041.2	0.012977347	25.609	3710.5	0.019247846	26.124	109963.2	0.521940579	24.811	1744.8	0.003165798	24.975	1562.7	0.001543896	25.532	15289	0.061234721
			29.885	8817.1	0.02082545	27.588	3763789.4	7.312627749	29.476	4294.8	0.018078561	28.994	844527.6	2.380246262	25.191	1795.8	0.008882893	25.969	1383.2	0.009129956	26.188	58583.1	0.075106686	25.612	14935.1	0.054363308	27.624	28277.4	0.404495184	26.387	1737.3	0.014955241	26.186	44213.1	0.210833804	25.538	5299.2	0.012628114	26.386	3333.4	0.009914277	25.186	2331.6	0.014823624	25.84	64982.7	0.337091233	26.184	39396	0.186993203	24.855	5432.2	0.009856285	25.182	3774.7	0.003729279	25.607	12128.9	0.04857805
						27.653	312815.6	0.607766215	29.853	94497.7	0.397779284	29.109	141290	0.398216701	25.543	3514	0.01738194	26.127	128505.2	0.848211964	26.255	110357.7	0.141484509	25.839	44536.5	0.1621115	28.833	122861.7	1.757480037	26.753	4481.7	0.038579926	26.253	67245.2	0.320664267	25.614	4678.5	0.011148971	26.459	1386.3	0.004123166	25.538	8336.3	0.052999733	25.966	1985.3	0.010298544	26.252	63576.1	0.301764103	24.916	2749.2	0.0049882	25.534	10078.2	0.009956928	25.836	92130.7	0.368997169
						28.859	860419.7	1.671700594				29.283	50798.7	0.143172841	25.624	3702.8	0.018315836	26.188	46372.6	0.306087179	26.312	37938.2	0.048638814	25.967	1241.6	0.004519386	28.971	188942.3	2.702732588	27.395	466673.7	4.017278421	26.309	15674.7	0.074746096	25.839	41451	0.098778672	26.751	4059	0.012072374	25.612	7152.1	0.045470939	26.126	123650.2	0.641422999	26.306	12833.2	0.060912813	24.975	3012.6	0.005466118	25.608	5472.5	0.005406649	26.123	217487.1	0.871068214
						28.999	1016524.6	1.9749952				29.479	8926.4	0.025158479	25.844	5595.5	0.027678043	26.254	84086.7	0.555023026	26.39	7865.2	0.01008361	26.128	150747.8	0.548717388	29.093	34802.1	0.497828013	27.508	276860.1	2.383301449	26.39	6302.5	0.03005399	26.126	130031.7	0.309868487	27.425	2249745.9	6.691247495	25.839	41859.2	0.266128427	26.186	51899.4	0.269222927	26.388	3688.2	0.01750605	25.181	2873.1	0.005213006	25.837	69843.3	0.069002871	26.183	91847	0.367860909
						29.116	242160.7	0.470491536				29.843	64320.1	0.18128203	25.975	57776.3	0.285789464	26.311	22479.4	0.148377622	26.462	2019.1	0.002588595	26.187	56319.7	0.205001988	29.844	80244.1	1.147854896	27.623	10394.4	0.089478363	26.463	1504.6	0.007174809	26.187	59330	0.141384734	27.528	1062942.2	3.161427845	25.967	2089	0.013281245	26.255	77560.9	0.402339382	26.461	2022.4	0.009599326	25.532	4086.8	0.007415166	25.963	2021.4	0.001997076	26.249	111949.7	0.448375215
						29.878	32710.3	0.063552506							26.132	4168.7	0.020620402	26.391	4676.7	0.030869046	26.754	10375.5	0.013301949	26.254	94588.6	0.344299615				28.833	102370.5	0.881238434	26.751	5566.7	0.026545267	26.254	90910.3	0.216641304	27.625	57562.7	0.171204345	26.129	213466.3	1.357155669	26.309	16887.4	0.087601692	26.75	4500.9	0.021363532	25.835	55032.4	0.099851812	26.125	211125.8	0.20858531	26.306	35414.7	0.141841146
															26.192	145075	0.717610966	26.465	1648.3	0.010879776	27.442	3310265.6	4.243938603	26.31	22613	0.082310629				28.968	117874.4	1.014701029	27.431	2858211.3	13.62961568	26.309	23311.8	0.055552548	28.836	293289.7	0.872309166	26.187	67251.3	0.427563897	26.39	7238.4	0.037548473	27.428	2680346.2	12.72226933	25.963	1229	0.002229921	26.184	92842	0.091724826	26.385	6589	0.026389926
															26.26	65836.5	0.325659103	26.753	5185.7	0.034228753	27.565	2918819.5	3.742083641	26.39	5907.5	0.02150312				29.083	20207	0.173948403	27.54	1565538.9	7.465401015	26.39	6696	0.01595672	28.974	328839.3	0.978041628	26.256	101754.2	0.646923142	26.465	1466.1	0.007605247	27.532	1228550.8	5.831319163	26.125	251727	0.456738161	26.251	115500.8	0.114110972	26.46	2230.6	0.008933885
															26.315	88106.6	0.435817766	27.42	2086032.5	13.7690749	27.642	218956.8	0.280714398	26.462	1965.3	0.007153632				29.849	68724.2	0.591600182	27.634	116529.2	0.555679075	26.462	2389.2	0.005693518	29.105	41689.6	0.123994195	26.309	19019	0.120917183	26.752	4437.7	0.023020123	27.648	52893.5	0.251059118	26.185	128811.5	0.233717987	26.307	31832.4	0.031449359	26.747	9640.5	0.038611638
															26.394	22884.6	0.113198276	27.537	1447787.8	9.55627425	28.842	290461.9	0.372387784	26.753	6570.2	0.023915327							28.839	282492.9	1.34709063	26.752	7327	0.017460407	29.854	34890.6	0.103772448	26.39	7545.9	0.047974603	27.434	3132275.5	16.2483647	28.837	347952.7	1.651558281	26.251	134437.6	0.243926088	26.385	1220.1	0.001205418	27.44	4052206	16.2296883
															26.468	7756.8	0.038368876	27.636	80968.8	0.534443002	28.985	481286.1	0.617034675	27.439	3269811.5	11.90201399							28.978	317416.2	1.513625258	27.441	3624369.3	8.63695415				26.464	1551.9	0.009866522	27.541	1547457.1	8.027278356	28.975	354640.7	1.683302888	26.306	38960.2	0.070690113	26.46	1360.4	0.00134403	27.544	1899550	7.607980546
															26.757	1585.9	0.007844627	28.84	296844.6	1.959353717	29.114	112986.5	0.144854772	27.545	1747649.9	6.361392256							29.109	66650	0.317826007	27.546	1756191.4	4.185043892				26.754	3871.8	0.024615761	27.632	101662.9	0.527366088	29.098	35747.2	0.169674166	26.386	7763.2	0.014085695	26.749	13165	0.013006585	27.627	95566.2	0.382756858
															27.446	6787.5	0.033574251	28.981	368692.7	2.433594588	29.269	9425.7	0.012084255	27.633	94039	0.342299088							29.274	20015.9	0.095447466	27.634	102700.2	0.244736903				27.451	4286168	27.25018985	28.841	373897.7	1.939556783	29.268	9739.6	0.046229034	26.46	2806.1	0.00509144	27.457	5338476.1	5.274237882	28.842	605626.8	2.425625497
															27.555	3523160.9	17.42725416	29.109	52834.7	0.348740943	29.373	1073.7	0.001376541	28.845	404669.2	1.472983528										28.843	418616	0.997571412				27.549	1750388.4	11.12845232	28.98	383704.9	1.990430648	29.851	53277.2	0.252880351	26.748	11040.2	0.020031545	27.551	1941757.1	1.918391815	28.977	567353.8	2.272336434
															27.643	1999612.9	9.891050456	29.275	16009.6	0.105673033	29.876	42913.9	0.055017929	28.981	448664.8	1.633126168										28.981	429420	1.023317588				27.635	121420.4	0.771955031	29.107	68270.8	0.354147921				27.485	8721075.9	15.82368269	27.63	79372	0.078416912	29.086	66404.6	0.265960309
															28.851	179998.5	0.890359452	29.855	43595.7	0.287757961				29.109	72458.9	0.263748183										29.108	60050.1	0.143100749				28.846	487591.3	3.099961432	29.273	12640.2	0.065569769				27.566	2286325.6	4.148351789	28.844	591296.9	0.584181787	29.266	17252.5	0.069098831
															28.991	437002.5	2.161625271							29.266	7090.6	0.025809567										29.272	9422.4	0.022453793				28.984	490902.6	3.121013699							27.638	195632.3	0.354958892	28.978	530362	0.523980121	29.86	39013.5	0.156254876
															29.12	525605.3	2.599897481							29.857	51214.5	0.186419216										29.862	43481.8	0.103618114				29.112	98268.8	0.624763998							28.846	686130.6	1.244928151	29.101	38722	0.038256056			
															29.284	122567.4	0.606277514																									29.277	15648.9	0.099491083							28.978	506815.9	0.919576217	29.873	37381.2	0.03693139			
															29.484	19135.6	0.094653913																									29.856	31923	0.202957003							29.097	45146.9	0.081915377						
															29.879	1601.7	0.007922781																																		29.875	23867.4	0.043305455						
