BBIM01	BBIM02	BBIM03	BBIM04	BBIM05	BBIM06	BBIM07	BBIM08	BBIM09	BBIM10	BBIM11	BBIM12	BBIM13	BBIM14	BBIM15	BBIM16	BBIM17	BBIM18	BBIM19	BBIM20	BBIM21	BBIM22	BBIM23	BBIM24																																																
RT	Area	RA																																																																					
23.618	10722.2	0.0189	21.032	4379	0.0051	20.811	9798.7	0.0057	21.575	573903.7	0.4771	20.91	1168.8	0.0012	22.337	3785.9	0.0084	21.035	24023.3	0.0154	21.399	1722.5	0.0028	22.34	6892.5	0.0069	21.228	1895.7	0.002	21.455	1077.1	0.0013	20.969	94118	0.085	21.229	4102	0.0052	21.495	4225.9	0.0091	20.963	40335.8	0.0608	21.038	16739	0.0132	21.496	3365.3	0.0046	20.895	2862.4	0.0013	21.576	438439.6	0.5507	21.567	100881.6	0.3784	20.964	58151.2	0.1071	21.495	1594.5	0.0081	21.498	1372	0.0058	20.961	28753.8	0.0856
23.812	1294.4	0.0023	21.23	4554.9	0.0053	20.874	5880.2	0.0034	21.623	4629.3	0.0038	20.96	56045	0.0556	22.407	3161.5	0.007	21.23	3360.3	0.0022	21.494	2909.8	0.0047	22.414	3863.1	0.0038	21.402	7215.1	0.0076	21.494	1647	0.002	21.037	10459.6	0.0094	21.406	34597.8	0.0436	21.569	265635.4	0.5731	21.033	5096.3	0.0077	21.234	2399	0.0019	21.575	485134.8	0.6647	20.928	3565.6	0.0016	21.626	2259.4	0.0028	21.622	10025.8	0.0376	21.034	6474.9	0.0119	21.564	37119.1	0.1882	21.568	124530.8	0.5258	21.031	4636.2	0.0138
23.886	3684.2	0.0065	21.41	391824.6	0.4567	20.911	2219	0.0013	21.805	3051411.2	2.5368	21.03	26530.2	0.0263	22.467	15443.3	0.0342	21.406	146312.2	0.0938	21.567	264481.8	0.4239	22.472	50289.6	0.0501	21.495	7563.5	0.0079	21.57	350570.9	0.4169	21.234	2832.4	0.0026	21.498	1491.3	0.0019	21.62	3641.8	0.0079	21.23	1231.6	0.0019	21.405	7240.3	0.0057	21.625	10426.4	0.0143	20.979	173194.6	0.0782	21.8	2312366.2	2.9046	21.769	492718.7	1.8481	21.23	1067.3	0.002	21.621	5240	0.0266	21.624	25276.9	0.1067	21.404	3596.7	0.0107
23.968	5859.5	0.0103	21.497	2776.6	0.0032	20.965	122041.8	0.0714	22.341	12355.3	0.0103	21.394	1913.7	0.0019	22.518	14143.1	0.0314	21.497	10476.8	0.0067	21.616	1660.1	0.0027	22.523	25478.1	0.0254	21.572	416117.8	0.4366	21.622	1652.2	0.002	21.412	213491.3	0.1928	21.573	333364.5	0.4202	21.775	807698.5	1.7427	21.404	2827.4	0.0043	21.5	9159.1	0.0072	21.789	1513867.5	2.0743	21.045	16127.7	0.0073	22.345	7261.9	0.0091	22.342	1981	0.0074	21.406	3745.5	0.0069	21.762	203245.9	1.0307	21.777	798913.3	3.3735	21.568	179022.6	0.5329
24.047	33883.4	0.0598	21.572	433548	0.5053	21.032	23065.3	0.0135	22.408	4449.8	0.0037	21.492	11622.5	0.0115	22.595	169512.8	0.3759	21.573	375453.4	0.2408	21.777	1057391.3	1.6946	22.602	294949.1	0.2936	21.622	2492.8	0.0026	21.788	1746685	2.077	21.502	5483.8	0.005	21.625	3232.5	0.0041	22.342	4884.6	0.0105	21.497	4188.9	0.0063	21.576	349171.1	0.2762	22.342	6988.9	0.0096	21.241	4301.7	0.0019	22.417	4453.7	0.0056	22.405	4125.4	0.0155	21.498	2615.4	0.0048	22.205	1567.1	0.0079	22.343	2229	0.0094	21.62	2412.7	0.0072
24.511	33859.3	0.0597	21.623	7237.9	0.0084	21.228	5130.7	0.003	22.471	20559.8	0.0171	21.568	300404.2	0.2982	22.667	1304.2	0.0029	21.627	69228.7	0.0444	22.201	1693.4	0.0027	22.673	2302	0.0023	21.79	1836290.4	1.9265	22.34	6630.1	0.0079	21.583	733075.6	0.6621	21.797	2071631	2.6115	22.402	4345.2	0.0094	21.573	344843.7	0.5198	21.628	30700.1	0.0243	22.403	19157.5	0.0262	21.416	266526.5	0.1203	22.476	22597.1	0.0284	22.474	8493.7	0.0319	21.575	384004.5	0.7074	22.341	875.3	0.0044	22.408	8363.3	0.0353	21.774	717272.8	2.1351
24.565	14457.3	0.0255	21.792	1989013.1	2.3182	21.407	231825.2	0.1357	22.523	38062.2	0.0316	21.621	70451.7	0.0699	23.087	62359	0.1383	21.804	2908327.6	1.8653	22.338	3203.2	0.0051	22.784	2319.4	0.0023	22.204	1334.5	0.0014	22.406	3811.8	0.0045	21.802	2322911.2	2.098	22.343	6434.7	0.0081	22.473	28894.2	0.0623	21.625	38817.4	0.0585	21.795	1787337.3	1.4139	22.473	12133.2	0.0166	21.508	3109.5	0.0014	22.526	23207.5	0.0292	22.525	7309.9	0.0274	21.626	28694.9	0.0529	22.406	3540.4	0.018	22.475	16960.5	0.0716	22.343	2661.4	0.0079
24.659	51266.7	0.0904	22.204	1554.5	0.0018	21.496	3886	0.0023	22.599	205920.7	0.1712	21.787	1870089.3	1.8563	23.14	20212.5	0.0448	22.205	3463.9	0.0022	22.409	3128.6	0.005	23.092	99940.1	0.0995	22.341	6195.5	0.0065	22.471	32887.8	0.0391	22.208	1713.2	0.0015	22.404	29908.4	0.0377	22.523	12637.7	0.0273	21.783	1133802.2	1.7091	22.208	1539.8	0.0012	22.524	20332.7	0.0279	21.59	692840.4	0.3127	22.605	225601.9	0.2834	22.6	79920.5	0.2998	21.801	2240650.1	4.1278	22.473	6942.8	0.0352	22.525	14383.7	0.0607	22.41	6304.5	0.0188
25.025	1468.5	0.0026	22.341	6468.6	0.0075	21.581	905050.3	0.5297	22.67	1158.4	0.001	22.337	6267.5	0.0062	23.259	134890.3	0.2992	22.341	7981.9	0.0051	22.47	29306.8	0.047	23.141	20703.3	0.0206	22.401	6277.1	0.0066	22.521	19525.4	0.0232	22.346	11835.1	0.0107	22.475	44288.5	0.0558	22.599	127240	0.2745	22.206	1520.7	0.0023	22.345	7465.4	0.0059	22.598	94980.5	0.1301	21.637	146842.8	0.0663	22.676	1338.3	0.0017	23.094	37170.3	0.1394	22.207	1153.8	0.0021	22.524	3805.4	0.0193	22.601	115203.9	0.4865	22.473	17049.7	0.0508
25.184	1165.9	0.0021	22.406	328911	0.3833	21.803	2897267.3	1.6957	23.094	207208.5	0.1723	22.412	12306.6	0.0122	23.338	1564.8	0.0035	22.403	118780.9	0.0762	22.521	14795.4	0.0237	23.265	238366.2	0.2373	22.471	24014	0.0252	22.598	131976.8	0.1569	22.408	184296.4	0.1665	22.525	24792.2	0.0313	23.093	80913.4	0.1746	22.343	6323.6	0.0095	22.412	8965.4	0.0071	23.094	106259.6	0.1456	21.821	3736030.6	1.686	23.096	85393.5	0.1073	23.15	10724.9	0.0402	22.345	10541.6	0.0194	22.598	77942.5	0.3953	23.094	35789.8	0.1511	22.524	11180.8	0.0333
25.319	1107.6	0.002	22.47	22683.3	0.0264	22.205	3087.8	0.0018	23.142	34074.1	0.0283	22.469	64436.8	0.064	23.615	6512.4	0.0144	22.473	59583.6	0.0382	22.6	268263	0.4299	23.347	49564.3	0.0493	22.523	21234.6	0.0223	23.09	77862.2	0.0926	22.476	33079	0.0299	22.601	164941.3	0.2079	23.146	22719.8	0.049	22.406	4612.8	0.007	22.475	42074.8	0.0333	23.148	32896.2	0.0451	22.213	2359.6	0.0011	23.145	13344.1	0.0168	23.265	81998	0.3076	22.405	5022.3	0.0093	23.092	15110	0.0766	23.15	21150.7	0.0893	22.6	133647.8	0.3978
25.837	30184.2	0.0532	22.522	26067.9	0.0304	22.341	10726.4	0.0063	23.268	384498.6	0.3196	22.521	23267.7	0.0231	23.966	4031.2	0.0089	22.524	36519.3	0.0234	23.089	54383.3	0.0872	23.618	12214	0.0122	22.598	137721	0.1445	23.14	12098.8	0.0144	22.528	29806	0.0269	22.673	1148.9	0.0014	23.264	133694.6	0.2885	22.474	22826.2	0.0344	22.527	27394.9	0.0217	23.266	207281.8	0.284	22.349	10668.9	0.0048	23.269	227160.5	0.2853	23.344	5677.8	0.0213	22.475	16988.4	0.0313	23.148	6240.6	0.0316	23.267	179696.5	0.7588	22.673	1982	0.0059
25.964	15917.3	0.0281	22.599	190285.2	0.2218	22.404	196970.9	0.1153	23.346	41898.8	0.0348	22.606	589887.6	0.5856	24.044	10900.4	0.0242	22.606	472485.1	0.303	23.142	12124.2	0.0194	23.812	1535.8	0.0015	23.092	85850.6	0.0901	23.263	179088.4	0.213	22.606	257252.3	0.2323	22.803	1577.2	0.002	23.345	12726.5	0.0275	22.525	17185.3	0.0259	22.608	413052.6	0.3267	23.34	11568.8	0.0159	22.41	218136.7	0.0984	23.348	1272	0.0016	23.623	2353.7	0.0088	22.527	41074.7	0.0757	23.262	41821.4	0.2121	23.344	7864.5	0.0332	23.094	43919.4	0.1307
26.275	1651.9	0.0029	22.669	2511.4	0.0029	22.471	53123.8	0.0311	23.488	13258.6	0.011	22.671	1122.3	0.0011	24.507	23642	0.0524	23.093	147956.4	0.0949	23.262	189670.1	0.304	23.886	2300.3	0.0023	23.146	19464	0.0204	23.342	1844.2	0.0022	22.807	1760.6	0.0016	23.095	102787.3	0.1296	23.62	15648.3	0.0338	22.602	185563	0.2797	22.805	1655.1	0.0013	23.621	24502.7	0.0336	22.481	109653.2	0.0495	23.622	6973.8	0.0088	23.973	2617.1	0.0098	22.604	235842.7	0.4345	23.343	5006	0.0254	23.623	3532	0.0149	23.146	15878.6	0.0473
26.31	1578.5	0.0028	22.802	1839.3	0.0021	22.523	23503.2	0.0138	23.618	29363.4	0.0244	23.091	127257.8	0.1263	24.562	12474.3	0.0277	23.148	69790.3	0.0448	23.342	58906.6	0.0944	23.967	8427.5	0.0084	23.271	367906.5	0.386	23.618	5738.8	0.0068	23.099	174761.2	0.1578	23.145	21976.7	0.0277	23.814	1590.2	0.0034	23.095	92541.2	0.1395	23.097	135513.3	0.1072	23.815	2346.8	0.0032	22.531	39211.6	0.0177	23.817	1051.1	0.0013	24.052	7005.7	0.0263	23.098	161105.2	0.2968	23.622	4682.3	0.0237	23.821	1284	0.0054	23.265	124920.1	0.3719
27.081	2917	0.0051	23.091	98703.1	0.115	22.606	523289.4	0.3063	23.811	3677.5	0.0031	23.145	61244.1	0.0608	24.655	42834.2	0.095	23.272	503159.5	0.3227	23.617	16316.6	0.0261	24.047	14305.2	0.0142	23.339	113444.5	0.119	23.812	1231.9	0.0015	23.148	41690.6	0.0377	23.267	229565.2	0.2894	23.889	2613.2	0.0056	23.149	33279.4	0.0502	23.151	31919.7	0.0253	23.972	6314.9	0.0087	22.608	245292.6	0.1107	23.891	1263	0.0016	24.516	16358.7	0.0614	23.15	35890.2	0.0661	23.892	1066.6	0.0054	23.891	2436.8	0.0103	23.343	4352	0.013
27.483	152861	0.2697	23.144	26123.3	0.0304	22.672	1239.3	0.0007	23.884	2209.8	0.0018	23.266	488917.1	0.4853	25.525	2419.2	0.0054	23.339	222232.6	0.1425	23.811	1033.3	0.0017	24.511	35678.9	0.0355	23.62	21983	0.0231	23.887	1454	0.0017	23.272	371709.8	0.3357	23.34	19854.1	0.025	23.967	5405.9	0.0117	23.267	181340.3	0.2734	23.271	327689.7	0.2592	24.049	9358.1	0.0128	22.679	10308.1	0.0047	23.974	7527	0.0095	24.591	8500.3	0.0319	23.278	657950.5	1.2121	23.971	615.9	0.0031	23.974	7549.4	0.0319	23.622	5545.7	0.0165
27.555	160624.7	0.2833	23.265	280970.9	0.3275	22.801	3585.3	0.0021	23.969	10576.7	0.0088	23.616	11913.1	0.0118	25.742	6823.9	0.0151	23.618	20726.4	0.0133	23.887	3685.2	0.0059	24.566	15463.6	0.0154	23.813	1822.4	0.0019	23.968	6753.8	0.008	23.342	188017.1	0.1698	23.621	11830.5	0.0149	24.049	26938.2	0.0581	23.347	38717.6	0.0584	23.346	76638.8	0.0606	24.514	57266.7	0.0785	22.787	4433	0.002	24.052	12036	0.0151	24.663	24256.1	0.091	23.623	10932.8	0.0201	24.051	9609.7	0.0487	24.051	18940.4	0.08	23.816	1260.1	0.0038
27.621	35234.4	0.0622	23.339	277546.8	0.3235	23.091	124025.2	0.0726	24.046	10305	0.0086	23.81	2180.9	0.0022	25.834	20276.5	0.045	23.812	3103.1	0.002	23.967	9195.6	0.0147	24.659	76198.1	0.0758	23.888	1696.8	0.0018	24.047	8391	0.01	23.623	21286.7	0.0192	23.815	1597.3	0.002	24.513	39684.1	0.0856	23.623	11394.7	0.0172	23.624	31146.2	0.0246	24.567	20774.4	0.0285	23.1	162802.2	0.0735	24.515	26115.2	0.0328	25.03	1425.3	0.0053	23.817	3357.5	0.0062	24.515	6879.6	0.0349	24.515	17570.6	0.0742	23.891	2097.6	0.0062
28.913	733168.3	1.2933	23.618	27050.1	0.0315	23.142	34236.4	0.02	24.511	71680.4	0.0596	23.887	11948.9	0.0119	25.891	3056.5	0.0068	23.884	3626	0.0023	24.047	50128.1	0.0803	25.026	2991.9	0.003	23.97	7654	0.008	24.511	26632.6	0.0317	23.817	4360	0.0039	23.89	2684.7	0.0034	24.568	17299.8	0.0373	23.817	1866.5	0.0028	23.816	2559.6	0.002	24.662	77325.9	0.1059	23.152	41654.1	0.0188	24.569	9089.2	0.0114	25.841	9292.1	0.0349	23.892	2513.7	0.0046	24.594	8708.6	0.0442	24.571	16671.5	0.0704	23.972	5386.2	0.016
28.986	441400.7	0.7787	23.811	1811.5	0.0021	23.266	329904.4	0.1931	24.565	27200.6	0.0226	23.964	11160.4	0.0111	25.961	18168.4	0.0403	23.968	13545.2	0.0087	24.511	27793.4	0.0445	25.185	1528.8	0.0015	24.047	21323.7	0.0224	24.565	7498.7	0.0089	23.891	5200.9	0.0047	23.971	8623.8	0.0109	24.66	42406.7	0.0915	23.891	3973	0.006	23.892	4696.7	0.0037	25.027	5836.5	0.008	23.274	343978.4	0.1552	24.664	99750.7	0.1253	25.971	11706.3	0.0439	23.975	13974	0.0257	24.661	13368.6	0.0678	24.664	78958	0.3334	24.051	10722.4	0.0319
30.747	850159.4	1.4997	23.885	3357.8	0.0039	23.336	251191.5	0.147	24.659	128276.5	0.1066	24.046	88678	0.088	26.271	1277.4	0.0028	24.046	40855.6	0.0262	24.589	21464	0.0344	25.321	2080.4	0.0021	24.512	41713.5	0.0438	24.659	67571.9	0.0803	23.974	12278.6	0.0111	24.05	12364.6	0.0156	25.027	2219.5	0.0048	23.972	6776	0.0102	23.973	11063.6	0.0088	25.188	2890.6	0.004	23.344	229381	0.1035	25.031	2482.7	0.0031	27.084	1004.8	0.0038	24.052	59967	0.1105	25.029	1403.8	0.0071	25.029	1964.7	0.0083	24.515	22006.5	0.0655
30.89	202907.1	0.3579	23.968	9269.7	0.0108	23.618	11096.8	0.0065	25.025	3893.4	0.0032	24.51	56184.3	0.0558	26.305	1239.3	0.0027	24.512	77213	0.0495	24.659	85468.2	0.137	25.534	1214.1	0.0012	24.59	28932.5	0.0304	25.027	3715.2	0.0044	24.051	27498.2	0.0248	24.513	34460.9	0.0434	25.187	1512.8	0.0033	24.051	28991.6	0.0437	24.052	55570.3	0.044	25.324	2247.3	0.0031	23.624	18257.6	0.0082	25.188	1137.5	0.0014	27.487	88292.2	0.3312	24.516	53403.2	0.0984	25.842	3771.9	0.0191	25.326	2029	0.0086	24.572	15209.3	0.0453
			24.045	18805.9	0.0219	23.811	1727.1	0.001	25.183	2315.7	0.0019	24.563	33119.3	0.0329	27.077	2146.9	0.0048	24.567	56968.8	0.0365	25.025	1480.9	0.0024	25.838	29886.7	0.0297	24.66	89372.7	0.0938	25.185	1185	0.0014	24.517	94461.1	0.0853	24.567	14589.7	0.0184	25.321	1024.9	0.0022	24.516	40793.2	0.0615	24.516	67358.4	0.0533	25.841	72999.7	0.1	23.818	2659.6	0.0012	25.325	3193.8	0.004	27.56	88874.5	0.3334	24.57	20846.3	0.0384	25.969	2647.9	0.0134	25.842	14539.2	0.0614	24.663	51156	0.1523
			24.51	44798.6	0.0522	23.884	3832.7	0.0022	25.32	3728.9	0.0031	24.657	69797	0.0693	27.419	1011.7	0.0022	24.661	164139.3	0.1053	25.184	1216.5	0.0019	25.897	1464.3	0.0015	25.027	3360.9	0.0035	25.322	1991.6	0.0024	24.571	32028.1	0.0289	24.662	82471.2	0.104	25.84	32298.3	0.0697	24.569	17390.7	0.0262	24.592	34791.7	0.0275	25.967	22969.3	0.0315	23.892	4122.9	0.0019	25.841	27796	0.0349	27.628	21677	0.0813	24.666	151694.5	0.2795	27.485	88501.8	0.4488	25.89	2674.1	0.0113	25.03	1800.8	0.0054
			24.563	14187.9	0.0165	23.966	12808.2	0.0075	25.531	1162.9	0.001	25.024	1337.3	0.0013	27.477	52341.9	0.1161	25.023	34255.5	0.022	25.321	2758.3	0.0044	25.965	19093.1	0.019	25.186	2194	0.0023	25.537	2905.3	0.0035	24.666	154049.5	0.1391	25.026	9284.1	0.0117	25.967	9069.4	0.0196	24.663	63639.3	0.0959	24.664	109444.1	0.0866	26.168	1140.3	0.0016	23.973	13500.2	0.0061	25.969	33728.2	0.0424	27.858	2346.3	0.0088	25.025	1450.4	0.0027	27.559	139383.3	0.7069	25.97	23002.9	0.0971	25.325	1248.5	0.0037
			24.658	108928.4	0.127	24.045	49939.7	0.0292	25.746	5817.1	0.0048	25.182	1912.2	0.0019	27.549	74103.9	0.1643	25.184	3002	0.0019	25.533	1699.1	0.0027	26.274	1346.6	0.0013	25.323	2321	0.0024	25.609	3547.3	0.0042	25.029	52015.6	0.047	25.187	1274.3	0.0016	26.276	1273.1	0.0027	25.03	2377.5	0.0036	25.029	3598.1	0.0028	26.278	1590.1	0.0022	24.053	16087.2	0.0073	26.169	1267.1	0.0016	28.909	434588.2	1.6301	25.189	1556.2	0.0029	27.628	74042.1	0.3755	26.311	2895.1	0.0122	25.787	1726.8	0.0051
			25.023	91107.1	0.1062	24.509	46646.3	0.0273	25.836	50053.2	0.0416	25.317	1994.5	0.002	27.617	17610.8	0.0391	25.32	4101.3	0.0026	25.75	6102.5	0.0098	26.31	2492.5	0.0025	25.542	3457.4	0.0036	25.838	23143.2	0.0275	25.19	4844.9	0.0044	25.323	2439.1	0.0031	26.312	1323.2	0.0029	25.189	1511.1	0.0023	25.189	2811.7	0.0022	26.312	2342.2	0.0032	24.517	66328.4	0.0299	26.278	1190.7	0.0015	28.983	265001.6	0.994	25.326	3580.5	0.0066	27.857	6556.4	0.0333	27.085	1366.3	0.0058	25.842	21241.1	0.0632
			25.183	2135.7	0.0025	24.564	22219.8	0.013	25.889	4394.4	0.0037	25.53	1725.9	0.0017	27.845	1971.4	0.0044	25.53	1520	0.001	25.838	35962	0.0576	27.079	4276.2	0.0043	25.61	4594.9	0.0048	25.964	15181.9	0.0181	25.326	4555.6	0.0041	25.84	28139.6	0.0355	27.082	3751.2	0.0081	25.325	1688.2	0.0025	25.325	2999.2	0.0024	26.472	1611.2	0.0022	24.572	27594.3	0.0125	26.314	1857.1	0.0023	29.251	9518.2	0.0357	25.542	1005	0.0019	28.908	445680	2.2602	27.201	1464.7	0.0062	25.898	1831.6	0.0055
			25.319	3256.4	0.0038	24.658	113436.1	0.0664	25.963	30860.9	0.0257	25.746	5641.7	0.0056	28.774	2088.4	0.0046	25.838	72877.2	0.0467	25.965	32724.7	0.0524	27.426	2614.9	0.0026	25.839	43172.8	0.0453	26.311	1867.7	0.0022	25.843	105552	0.0953	25.894	2154.9	0.0027	27.484	121143.9	0.2614	25.775	2684.4	0.004	25.786	3463	0.0027	26.51	2274.5	0.0031	24.666	120087.7	0.0542	27.085	6079.7	0.0076	29.33	1996	0.0075	25.841	26767.2	0.0493	28.986	404698.1	2.0524	27.486	25556	0.1079	25.969	17996	0.0536
			25.788	59069.4	0.0688	25.022	50973.8	0.0298	26.278	1817.7	0.0015	25.835	46641.4	0.0463	28.895	392842.6	0.8712	25.883	7862.7	0.005	26.167	1073	0.0017	27.481	102642.9	0.1022	25.966	18862.6	0.0198	27.081	3290.2	0.0039	25.969	38319.3	0.0346	25.967	21545.5	0.0272	27.557	141325.2	0.3049	25.842	32943.2	0.0497	25.843	71606.1	0.0566	27.083	12511.3	0.0171	25.029	59570.1	0.0269	27.199	2337.5	0.0029	29.788	18029.7	0.0676	25.97	30635.2	0.0564	29.251	10727.1	0.0544	27.557	58147.1	0.2455	26.17	1021.2	0.003
			25.835	54236.4	0.0632	25.182	2620.9	0.0015	26.306	2695.2	0.0022	25.961	17583.6	0.0175	28.972	268804.6	0.5961	25.963	41314.4	0.0265	26.279	3250.4	0.0052	27.556	165210.6	0.1645	26.275	1201.2	0.0013	27.427	3127.8	0.0037	26.315	5429	0.0049	26.276	1153.4	0.0015	27.624	41720.2	0.09	25.891	3201.9	0.0048	25.969	29750.7	0.0235	27.201	2900.5	0.004	25.191	2620.3	0.0012	27.432	4708.4	0.0059	30.19	3799.5	0.0143	26.169	1005.8	0.0019	29.328	5584.2	0.0283	27.628	55200.7	0.2331	26.314	6098.5	0.0182
			25.962	27255.9	0.0318	25.319	3780.2	0.0022	26.588	1177.4	0.001	26.165	1260.9	0.0013	29.239	5342.1	0.0118	26.275	1735.6	0.0011	27.08	5220.2	0.0084	27.621	33467.2	0.0333	26.312	2553	0.0027	27.483	136489.6	0.1623	26.47	2923	0.0026	26.312	1666.1	0.0021	27.853	1997.5	0.0043	25.969	16596.1	0.025	26.282	2427.9	0.0019	27.43	3904.9	0.0054	25.327	3870.4	0.0017	27.487	129101.2	0.1622	30.735	411389	1.5431	26.279	1627	0.003	29.792	12236.1	0.0621	27.859	1968.4	0.0083	27.085	3039.6	0.009
			26.308	2460.3	0.0029	25.787	28427.8	0.0166	27.078	6809.8	0.0057	26.276	2544	0.0025	29.76	20195	0.0448	26.308	2847.2	0.0018	27.196	2525.2	0.004	27.849	1951.4	0.0019	26.51	1090.8	0.0011	27.555	134502.4	0.1599	26.516	24987.8	0.0226	26.514	3521.8	0.0044	28.912	636692.5	1.3737	26.281	1697.4	0.0026	26.314	2653.8	0.0021	27.486	145973.8	0.2	25.843	63119.3	0.0285	27.56	152074.9	0.191	30.89	93277.8	0.3499	27.084	4075.3	0.0075	30.736	419818.3	2.1291	28.903	244078.3	1.0306	27.202	1420	0.0042
			26.51	49113	0.0572	25.835	62977.5	0.0369	27.193	2344.1	0.0019	27.076	3921.3	0.0039	30.178	3428.9	0.0076	26.463	1880.3	0.0012	27.481	92075	0.1476	28.786	5810.1	0.0058	27.082	6215.7	0.0065	27.622	22329	0.0266	27.084	15884.9	0.0143	27.083	4457.3	0.0056	28.986	455260.3	0.9823	26.314	1764.9	0.0027	27.085	10181.7	0.0081	27.558	129518.7	0.1775	25.893	6228.3	0.0028	27.627	29771.8	0.0374				27.198	1506	0.0028	30.888	53505.1	0.2713	28.986	343070.6	1.4487	27.487	104222.7	0.3102
			27.077	8989.3	0.0105	25.962	35590.1	0.0208	27.424	2655.1	0.0022	27.422	1321.4	0.0013	30.518	5589.1	0.0124	26.511	15562.7	0.01	27.554	109024.9	0.1747	28.907	650863.1	0.6479	27.198	1068.7	0.0011	27.856	2328.6	0.0028	27.203	22329.4	0.0202	27.2	4079.7	0.0051	29.249	16577	0.0358	27.084	3562.7	0.0054	27.2	1990.2	0.0016	27.624	21486.1	0.0294	25.97	41058.4	0.0185	27.859	2670.5	0.0034				27.485	50946.9	0.0939				29.252	6432.7	0.0272	27.56	112828	0.3359
			27.197	42985.8	0.0501	26.273	2498.2	0.0015	27.48	124067.8	0.1031	27.478	82922.2	0.0823	30.729	611159.5	1.3554	26.586	1468.8	0.0009	27.622	25980.3	0.0416	28.983	463727.9	0.4616	27.382	21768	0.0228	28.785	4483.8	0.0053	27.487	172932.9	0.1562	27.483	81223	0.1024	29.323	5005.4	0.0108	27.487	145175.7	0.2188	27.49	230199	0.1821	27.856	1844.8	0.0025	26.316	7733.9	0.0035	28.79	9028.7	0.0113				27.559	87154.1	0.1606				29.331	4829.8	0.0204	27.627	35617.5	0.106
			27.478	138074.1	0.1609	26.306	4568.8	0.0027	27.555	195509.2	0.1625	27.551	127435.3	0.1265	30.878	104123.5	0.2309	27.079	8373.9	0.0054	27.849	2594.1	0.0042	29.244	13605.3	0.0135	27.487	219969.5	0.2308	28.904	477154.8	0.5674	27.56	168923.3	0.1526	27.556	106738.6	0.1346	29.791	14633.4	0.0316	27.559	144676	0.2181	27.562	219630.3	0.1737	28.791	8503.6	0.0117	26.471	2561.6	0.0012	28.917	706083.2	0.8869				27.629	48175.6	0.0888				29.796	7592.6	0.0321	27.858	2039.6	0.0061
			27.551	152861.9	0.1782	26.463	2160.2	0.0013	27.621	55467.4	0.0461	27.619	44553.4	0.0442				27.198	15017.1	0.0096	28.912	752160.1	1.2054	29.319	2618.5	0.0026	27.557	170573.2	0.1789	28.978	294261.5	0.3499	27.624	25724.7	0.0232	27.624	27081.1	0.0341	30.524	1614.4	0.0035	27.625	34272.3	0.0517	27.627	51747.5	0.0409	28.917	764037.6	1.0469	26.517	29212.9	0.0132	28.987	368389.9	0.4627				27.856	9456.1	0.0174				30.739	453760.3	1.916	28.915	564337.9	1.6799
			27.617	29673.9	0.0346	26.509	23307.1	0.0136	27.848	1148.6	0.001	27.847	2296	0.0023				27.485	318571.5	0.2043	28.986	522723.3	0.8377	29.766	12172.6	0.0121	27.622	23470.1	0.0246	29.244	10264.3	0.0122	27.855	4304.8	0.0039	27.856	3388.1	0.0043	30.743	660413.4	1.4249	27.855	6142.6	0.0093	27.858	4462.9	0.0035	28.985	349134.3	0.4784	26.593	1226.1	0.0006	29.253	17809.2	0.0224				28.91	504327.6	0.9291				30.89	65659.7	0.2773	28.992	430557	1.2817
			27.845	2113.8	0.0025	26.586	1168.1	0.0007	28.111	1646.1	0.0014	28.786	3204.4	0.0032				27.56	383882.9	0.2462	29.246	12904.2	0.0207	30.522	10522.4	0.0105	27.857	1870.4	0.002	29.794	44190	0.0525	27.936	23080.5	0.0208	27.932	6506.7	0.0082	30.892	157628	0.3401	28.791	1184.6	0.0018	27.946	2449.4	0.0019	29.248	18673.9	0.0256	27.086	12182.3	0.0055	29.774	25102	0.0315				28.99	512683.9	0.9445							29.251	5029	0.015
			27.929	39109.2	0.0456	26.64	1109.3	0.0006	28.786	6014.4	0.005	28.907	717873.3	0.7126				27.623	116963.4	0.075	29.758	17708.7	0.0284	30.736	664332.3	0.6613	28.917	859728.5	0.9019	30.517	4615.6	0.0055	28.776	19447.7	0.0176	28.776	5222.5	0.0066				28.918	743790.4	1.1212	28.93	1173525.7	0.9283	29.786	13647.1	0.0187	27.204	26877.4	0.0121	30.198	2786.1	0.0035				29.247	8669.4	0.016							29.792	9124.1	0.0272
			28.762	34156.6	0.0398	27.078	12200.7	0.0071	28.914	936410.2	0.7785	28.983	524447.4	0.5206				27.847	2086.2	0.0013	30.182	2307	0.0037	30.886	181436.3	0.1806	28.985	418115.3	0.4386	30.724	354028.1	0.421	28.915	682612.1	0.6165	28.907	470117.4	0.5926				28.99	402487.1	0.6067	28.999	610602.3	0.483	30.529	12817.9	0.0176	27.492	287123.2	0.1296	30.527	8564.6	0.0108				29.326	2049.8	0.0038							30.19	2982.2	0.0089
			28.912	905956.2	1.0559	27.197	24479.5	0.0143	28.986	609590.8	0.5068	29.238	7821.9	0.0078				27.932	10343.3	0.0066	30.531	3405.6	0.0055				29.247	11058.7	0.0116	30.879	84965.4	0.101	28.987	399648.6	0.361	28.983	342690.5	0.432				29.252	13091.6	0.0197	29.253	19123.3	0.0151	30.749	789211.1	1.0814	27.566	321038	0.1449	30.741	512127.9	0.6433				29.787	23984.1	0.0442							30.749	672542	2.002
